notebook_path,relative_notebook_path,function_name,cell_number_1_based,cell_index_0_based,position_ratio,line_in_cell,preceding_heading,cell_stage,cell_line_count,first_use_cell_after_def_1_based,cell_gap_to_first_use,call_count_excluding_def_lines,modified_vs_head_before_audit
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Regression\Logistic_Regression\Log_Regression_C_Trial.ipynb,Training/Model Variants/Regression/Logistic_Regression/Log_Regression_C_Trial.ipynb,aggregate_mfcc,31,30,0.6818,35,## 10. MFCC Feature Extraction,configuration/paths; feature preparation; function definitions,39,40,9,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Regression\Logistic_Regression\Log_Regression_C_Trial.ipynb,Training/Model Variants/Regression/Logistic_Regression/Log_Regression_C_Trial.ipynb,extract_mfcc_features,31,30,0.6818,22,## 10. MFCC Feature Extraction,configuration/paths; feature preparation; function definitions,39,40,9,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Regression\Logistic_Regression\Log_Regression_C_Trial.ipynb,Training/Model Variants/Regression/Logistic_Regression/Log_Regression_C_Trial.ipynb,load_audio_fixed,31,30,0.6818,5,## 10. MFCC Feature Extraction,configuration/paths; feature preparation; function definitions,39,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Regression\Logistic_Regression\Log_Regression_C_Trial.ipynb,Training/Model Variants/Regression/Logistic_Regression/Log_Regression_C_Trial.ipynb,build_feature_table,40,39,0.8864,5,## 13. Aggregated MFCC Feature Preparation,dataset loading; feature preparation; training; outputs/saving; function definitions,27,,,2,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Regression\Logistic_Regression\Log_Regression_ClassWeight_Trial.ipynb,Training/Model Variants/Regression/Logistic_Regression/Log_Regression_ClassWeight_Trial.ipynb,mount_drive_if_colab,14,13,0.2955,4,## 5. Dataset Paths,imports/setup; function definitions,12,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Regression\Logistic_Regression\Log_Regression_ClassWeight_Trial.ipynb,Training/Model Variants/Regression/Logistic_Regression/Log_Regression_ClassWeight_Trial.ipynb,scan_audio_files,19,18,0.4091,4,## 6. Dataset Loading / Audio File Scan,dataset loading; outputs/saving; function definitions,21,21,2,2,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Regression\Logistic_Regression\Log_Regression_ClassWeight_Trial.ipynb,Training/Model Variants/Regression/Logistic_Regression/Log_Regression_ClassWeight_Trial.ipynb,aggregate_mfcc,31,30,0.6818,35,## 10. MFCC Feature Extraction,configuration/paths; feature preparation; function definitions,39,40,9,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Regression\Logistic_Regression\Log_Regression_ClassWeight_Trial.ipynb,Training/Model Variants/Regression/Logistic_Regression/Log_Regression_ClassWeight_Trial.ipynb,extract_mfcc_features,31,30,0.6818,22,## 10. MFCC Feature Extraction,configuration/paths; feature preparation; function definitions,39,40,9,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Regression\Logistic_Regression\Log_Regression_ClassWeight_Trial.ipynb,Training/Model Variants/Regression/Logistic_Regression/Log_Regression_ClassWeight_Trial.ipynb,load_audio_fixed,31,30,0.6818,5,## 10. MFCC Feature Extraction,configuration/paths; feature preparation; function definitions,39,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Regression\Logistic_Regression\Log_Regression_ClassWeight_Trial.ipynb,Training/Model Variants/Regression/Logistic_Regression/Log_Regression_ClassWeight_Trial.ipynb,build_feature_table,40,39,0.8864,5,## 13. Aggregated MFCC Feature Preparation,dataset loading; feature preparation; training; outputs/saving; function definitions,27,,,2,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Regression\Logistic_Regression\Log_Regression_Final_Selected_Model.ipynb,Training/Model Variants/Regression/Logistic_Regression/Log_Regression_Final_Selected_Model.ipynb,mount_drive_if_colab,14,13,0.2281,4,## 5. Dataset Paths,imports/setup; function definitions,12,,,1,True
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Regression\Logistic_Regression\Log_Regression_Final_Selected_Model.ipynb,Training/Model Variants/Regression/Logistic_Regression/Log_Regression_Final_Selected_Model.ipynb,scan_audio_files,19,18,0.3158,4,## 6. Dataset Loading / Audio File Scan,dataset loading; outputs/saving; function definitions,21,21,2,2,True
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Regression\Logistic_Regression\Log_Regression_Final_Selected_Model.ipynb,Training/Model Variants/Regression/Logistic_Regression/Log_Regression_Final_Selected_Model.ipynb,aggregate_mfcc,31,30,0.5263,35,## 10. MFCC Feature Extraction,configuration/paths; feature preparation; function definitions,39,40,9,1,True
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Regression\Logistic_Regression\Log_Regression_Final_Selected_Model.ipynb,Training/Model Variants/Regression/Logistic_Regression/Log_Regression_Final_Selected_Model.ipynb,extract_mfcc_features,31,30,0.5263,22,## 10. MFCC Feature Extraction,configuration/paths; feature preparation; function definitions,39,40,9,1,True
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Regression\Logistic_Regression\Log_Regression_Final_Selected_Model.ipynb,Training/Model Variants/Regression/Logistic_Regression/Log_Regression_Final_Selected_Model.ipynb,load_audio_fixed,31,30,0.5263,5,## 10. MFCC Feature Extraction,configuration/paths; feature preparation; function definitions,39,,,1,True
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Regression\Logistic_Regression\Log_Regression_Final_Selected_Model.ipynb,Training/Model Variants/Regression/Logistic_Regression/Log_Regression_Final_Selected_Model.ipynb,build_feature_table,40,39,0.6842,5,## 13. Aggregated MFCC Feature Preparation,dataset loading; feature preparation; training; outputs/saving; function definitions,27,52,12,3,True
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Regression\Logistic_Regression\Log_Regression_Penalty_Trial.ipynb,Training/Model Variants/Regression/Logistic_Regression/Log_Regression_Penalty_Trial.ipynb,mount_drive_if_colab,14,13,0.2955,4,## 5. Dataset Paths,imports/setup; function definitions,12,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Regression\Logistic_Regression\Log_Regression_Penalty_Trial.ipynb,Training/Model Variants/Regression/Logistic_Regression/Log_Regression_Penalty_Trial.ipynb,scan_audio_files,19,18,0.4091,4,## 6. Dataset Loading / Audio File Scan,dataset loading; outputs/saving; function definitions,21,21,2,2,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Regression\Logistic_Regression\Log_Regression_Penalty_Trial.ipynb,Training/Model Variants/Regression/Logistic_Regression/Log_Regression_Penalty_Trial.ipynb,aggregate_mfcc,31,30,0.6818,35,## 10. MFCC Feature Extraction,configuration/paths; feature preparation; function definitions,39,40,9,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Regression\Logistic_Regression\Log_Regression_Penalty_Trial.ipynb,Training/Model Variants/Regression/Logistic_Regression/Log_Regression_Penalty_Trial.ipynb,extract_mfcc_features,31,30,0.6818,22,## 10. MFCC Feature Extraction,configuration/paths; feature preparation; function definitions,39,40,9,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Regression\Logistic_Regression\Log_Regression_Penalty_Trial.ipynb,Training/Model Variants/Regression/Logistic_Regression/Log_Regression_Penalty_Trial.ipynb,load_audio_fixed,31,30,0.6818,5,## 10. MFCC Feature Extraction,configuration/paths; feature preparation; function definitions,39,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Regression\Logistic_Regression\Log_Regression_Penalty_Trial.ipynb,Training/Model Variants/Regression/Logistic_Regression/Log_Regression_Penalty_Trial.ipynb,build_feature_table,40,39,0.8864,5,## 13. Aggregated MFCC Feature Preparation,dataset loading; feature preparation; training; outputs/saving; function definitions,27,,,2,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Regression\Logistic_Regression\Log_Regression_Solver_Trial.ipynb,Training/Model Variants/Regression/Logistic_Regression/Log_Regression_Solver_Trial.ipynb,mount_drive_if_colab,14,13,0.2955,4,## 5. Dataset Paths,imports/setup; function definitions,12,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Regression\Logistic_Regression\Log_Regression_Solver_Trial.ipynb,Training/Model Variants/Regression/Logistic_Regression/Log_Regression_Solver_Trial.ipynb,scan_audio_files,19,18,0.4091,4,## 6. Dataset Loading / Audio File Scan,dataset loading; outputs/saving; function definitions,21,21,2,2,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Regression\Logistic_Regression\Log_Regression_Solver_Trial.ipynb,Training/Model Variants/Regression/Logistic_Regression/Log_Regression_Solver_Trial.ipynb,aggregate_mfcc,31,30,0.6818,35,## 10. MFCC Feature Extraction,configuration/paths; feature preparation; function definitions,39,40,9,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Regression\Logistic_Regression\Log_Regression_Solver_Trial.ipynb,Training/Model Variants/Regression/Logistic_Regression/Log_Regression_Solver_Trial.ipynb,extract_mfcc_features,31,30,0.6818,22,## 10. MFCC Feature Extraction,configuration/paths; feature preparation; function definitions,39,40,9,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Regression\Logistic_Regression\Log_Regression_Solver_Trial.ipynb,Training/Model Variants/Regression/Logistic_Regression/Log_Regression_Solver_Trial.ipynb,load_audio_fixed,31,30,0.6818,5,## 10. MFCC Feature Extraction,configuration/paths; feature preparation; function definitions,39,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Regression\Logistic_Regression\Log_Regression_Solver_Trial.ipynb,Training/Model Variants/Regression/Logistic_Regression/Log_Regression_Solver_Trial.ipynb,build_feature_table,40,39,0.8864,5,## 13. Aggregated MFCC Feature Preparation,dataset loading; feature preparation; training; outputs/saving; function definitions,27,,,2,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Support Vector Machine\SupportVectorMachine_Baseline.ipynb,Training/Model Variants/Support Vector Machine/SupportVectorMachine_Baseline.ipynb,mount_drive_if_colab,16,15,0.2632,1,## 5. Dataset Paths,imports/setup; dataset loading; training; evaluation; outputs/saving; function definitions,91,,,1,True
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Support Vector Machine\SupportVectorMachine_Baseline.ipynb,Training/Model Variants/Support Vector Machine/SupportVectorMachine_Baseline.ipynb,scan_audio_files,19,18,0.3158,1,## 6. Dataset Loading / Audio File Scan,configuration/paths; dataset loading; feature preparation; training; outputs/saving; function definitions,169,,,2,True
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Support Vector Machine\SupportVectorMachine_Baseline.ipynb,Training/Model Variants/Support Vector Machine/SupportVectorMachine_Baseline.ipynb,load_audio_fixed,28,27,0.4737,1,## 9. Audio Preprocessing,configuration/paths; dataset loading; feature preparation; function definitions,57,31,3,2,True
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Support Vector Machine\SupportVectorMachine_Baseline.ipynb,Training/Model Variants/Support Vector Machine/SupportVectorMachine_Baseline.ipynb,aggregate_mfcc,31,30,0.5263,40,## 10. MFCC Feature Extraction,configuration/paths; dataset loading; feature preparation; model definition; outputs/saving; function definitions,76,40,9,2,True
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Support Vector Machine\SupportVectorMachine_Baseline.ipynb,Training/Model Variants/Support Vector Machine/SupportVectorMachine_Baseline.ipynb,extract_mfcc_features,31,30,0.5263,1,## 10. MFCC Feature Extraction,configuration/paths; dataset loading; feature preparation; model definition; outputs/saving; function definitions,76,40,9,2,True
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Support Vector Machine\SupportVectorMachine_Baseline.ipynb,Training/Model Variants/Support Vector Machine/SupportVectorMachine_Baseline.ipynb,build_feature_table,40,39,0.6842,1,## 13. Aggregated MFCC Feature Preparation,dataset loading; feature preparation; training; outputs/saving; function definitions,85,52,12,3,True
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Support Vector Machine\SupportVectorMachine_Baseline.ipynb,Training/Model Variants/Support Vector Machine/SupportVectorMachine_Baseline.ipynb,evaluate_classifier,46,45,0.7895,1,## 15. SVM Model Definition,dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,100,49,3,2,True
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Support Vector Machine\SupportVectorMachine_Baseline.ipynb,Training/Model Variants/Support Vector Machine/SupportVectorMachine_Baseline.ipynb,plot_confusion_matrix,55,54,0.9474,1,## 18. Confusion Matrix,evaluation; outputs/saving; function definitions,22,,,1,True
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Support Vector Machine\SupportVectorMachine_C_Trial.ipynb,Training/Model Variants/Support Vector Machine/SupportVectorMachine_C_Trial.ipynb,load_json,6,5,0.3846,64,## 2. Load Shared SVM Cache,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,116,,,1,True
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Support Vector Machine\SupportVectorMachine_C_Trial.ipynb,Training/Model Variants/Support Vector Machine/SupportVectorMachine_C_Trial.ipynb,require_file,6,5,0.3846,54,## 2. Load Shared SVM Cache,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,116,,,3,True
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Support Vector Machine\SupportVectorMachine_C_Trial.ipynb,Training/Model Variants/Support Vector Machine/SupportVectorMachine_C_Trial.ipynb,resolve_project_root,6,5,0.3846,27,## 2. Load Shared SVM Cache,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,116,,,1,True
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Support Vector Machine\SupportVectorMachine_C_Trial.ipynb,Training/Model Variants/Support Vector Machine/SupportVectorMachine_C_Trial.ipynb,evaluate_classifier,10,9,0.6923,1,## 4. Evaluation Helper,evaluation; outputs/saving; function definitions,11,12,2,1,True
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Support Vector Machine\SupportVectorMachine_Class_Weight_Trial.ipynb,Training/Model Variants/Support Vector Machine/SupportVectorMachine_Class_Weight_Trial.ipynb,load_json,6,5,0.3846,64,## 2. Load Shared SVM Cache,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,116,,,1,True
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Support Vector Machine\SupportVectorMachine_Class_Weight_Trial.ipynb,Training/Model Variants/Support Vector Machine/SupportVectorMachine_Class_Weight_Trial.ipynb,require_file,6,5,0.3846,54,## 2. Load Shared SVM Cache,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,116,,,3,True
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Support Vector Machine\SupportVectorMachine_Class_Weight_Trial.ipynb,Training/Model Variants/Support Vector Machine/SupportVectorMachine_Class_Weight_Trial.ipynb,resolve_project_root,6,5,0.3846,27,## 2. Load Shared SVM Cache,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,116,,,1,True
